country,iso3c,iso2c,year,"Intentional homicides (per 100,000 people)","Suicide mortality rate (per 100,000 population)",GDP (current US$),"GDP per capita, PPP (current international $)",adminregion,incomeLevel
IDA & IBRD total,IBT,ZT,1980,,,2.57618E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1981,,,2.89953E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1982,,,2.85001E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1983,,,2.74098E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1984,,,2.75728E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1985,,,2.91991E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1986,,,3.03054E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1987,,,3.12155E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1988,,,3.32134E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1989,,,3.37645E+12,,,Aggregates
IDA & IBRD total,IBT,ZT,1990,,,3.86585E+12,2615.075224,,Aggregates
IDA & IBRD total,IBT,ZT,1991,,,3.76648E+12,2706.100478,,Aggregates
IDA & IBRD total,IBT,ZT,1992,,,3.96664E+12,2776.619623,,Aggregates
IDA & IBRD total,IBT,ZT,1993,,,4.25041E+12,2874.772782,,Aggregates
IDA & IBRD total,IBT,ZT,1994,,,4.66598E+12,2974.253169,,Aggregates
IDA & IBRD total,IBT,ZT,1995,,,5.30189E+12,3115.860323,,Aggregates
IDA & IBRD total,IBT,ZT,1996,,,5.80285E+12,3290.24837,,Aggregates
IDA & IBRD total,IBT,ZT,1997,,,6.14447E+12,3455.4758,,Aggregates
IDA & IBRD total,IBT,ZT,1998,,,5.98826E+12,3483.323805,,Aggregates
IDA & IBRD total,IBT,ZT,1999,,,5.85825E+12,3611.768644,,Aggregates
IDA & IBRD total,IBT,ZT,2000,,12.77758845,6.38586E+12,3849.797934,,Aggregates
IDA & IBRD total,IBT,ZT,2001,,12.1803385,6.46081E+12,4027.016944,,Aggregates
IDA & IBRD total,IBT,ZT,2002,,11.81881494,6.58985E+12,4216.899078,,Aggregates
IDA & IBRD total,IBT,ZT,2003,,11.68074009,7.40188E+12,4484.019251,,Aggregates
IDA & IBRD total,IBT,ZT,2004,,11.66720854,8.81395E+12,4897.092081,,Aggregates
IDA & IBRD total,IBT,ZT,2005,,11.57795071,1.05194E+13,5341.291908,,Aggregates
IDA & IBRD total,IBT,ZT,2006,,11.14850511,1.24769E+13,5927.896425,,Aggregates
IDA & IBRD total,IBT,ZT,2007,,10.81316533,1.54279E+13,6522.959701,,Aggregates
IDA & IBRD total,IBT,ZT,2008,,10.62752823,1.85093E+13,7009.89474,,Aggregates
IDA & IBRD total,IBT,ZT,2009,,10.30306356,1.79869E+13,7206.338958,,Aggregates
IDA & IBRD total,IBT,ZT,2010,,10.10641841,2.17356E+13,7741.375656,,Aggregates
IDA & IBRD total,IBT,ZT,2011,,9.85764452,2.53687E+13,8295.047886,,Aggregates
IDA & IBRD total,IBT,ZT,2012,7,9.536794944,2.69547E+13,8755.764401,,Aggregates
IDA & IBRD total,IBT,ZT,2013,,9.230108537,2.85276E+13,9151.089571,,Aggregates
IDA & IBRD total,IBT,ZT,2014,5.9,8.950448815,2.95592E+13,9414.342506,,Aggregates
IDA & IBRD total,IBT,ZT,2015,5.9,8.674074212,2.77952E+13,9479.448984,,Aggregates
IDA & IBRD total,IBT,ZT,2016,,8.573309833,2.79441E+13,9785.284265,,Aggregates
IDA & IBRD total,IBT,ZT,2017,,8.429293753,3.07045E+13,10253.15265,,Aggregates
IDA & IBRD total,IBT,ZT,2018,,8.499286098,3.26238E+13,10878.54383,,Aggregates
IDA & IBRD total,IBT,ZT,2019,,8.414130966,3.34226E+13,11331.40636,,Aggregates
IDA & IBRD total,IBT,ZT,2020,,,3.21393E+13,11129.24166,,Aggregates
IDA blend,IDB,XH,1970,,,31424476414,,,Aggregates
IDA blend,IDB,XH,1971,,,29185197343,,,Aggregates
IDA blend,IDB,XH,1972,,,32770621913,,,Aggregates
IDA blend,IDB,XH,1973,,,34960232851,,,Aggregates
IDA blend,IDB,XH,1974,,,50396446198,,,Aggregates
IDA blend,IDB,XH,1975,,,57971319765,,,Aggregates
IDA blend,IDB,XH,1976,,,69959468132,,,Aggregates
IDA blend,IDB,XH,1977,,,73756457219,,,Aggregates
IDA blend,IDB,XH,1978,,,80183403491,,,Aggregates
IDA blend,IDB,XH,1979,,,98426835474,,,Aggregates
IDA blend,IDB,XH,1980,,,1.26263E+11,,,Aggregates
IDA blend,IDB,XH,1981,,,2.43041E+11,,,Aggregates
IDA blend,IDB,XH,1982,,,2.22135E+11,,,Aggregates
IDA blend,IDB,XH,1983,,,1.68565E+11,,,Aggregates
IDA blend,IDB,XH,1984,,,1.44656E+11,,,Aggregates
IDA blend,IDB,XH,1985,,,1.45317E+11,,,Aggregates
IDA blend,IDB,XH,1986,,,1.31018E+11,,,Aggregates
IDA blend,IDB,XH,1987,,,1.34041E+11,,,Aggregates
IDA blend,IDB,XH,1988,,,1.3762E+11,,,Aggregates
IDA blend,IDB,XH,1989,,,1.32645E+11,,,Aggregates
IDA blend,IDB,XH,1990,,,1.46299E+11,2009.382616,,Aggregates
IDA blend,IDB,XH,1991,,,1.4692E+11,2066.618242,,Aggregates
IDA blend,IDB,XH,1992,,,1.47612E+11,2124.943546,,Aggregates
IDA blend,IDB,XH,1993,,,1.32706E+11,2115.449841,,Aggregates
IDA blend,IDB,XH,1994,,,1.33301E+11,2127.952666,,Aggregates
IDA blend,IDB,XH,1995,,,1.56254E+11,2168.591089,,Aggregates
IDA blend,IDB,XH,1996,,,1.7245E+11,2250.083954,,Aggregates
IDA blend,IDB,XH,1997,,,1.76072E+11,2275.887284,,Aggregates
IDA blend,IDB,XH,1998,,,1.73821E+11,2305.864097,,Aggregates
IDA blend,IDB,XH,1999,,,1.81553E+11,2337.389758,,Aggregates
IDA blend,IDB,XH,2000,,7.620641036,2.06705E+11,2422.471909,,Aggregates
IDA blend,IDB,XH,2001,,7.557887827,2.06387E+11,2521.022505,,Aggregates
IDA blend,IDB,XH,2002,,7.530367372,2.28079E+11,2662.271593,,Aggregates
IDA blend,IDB,XH,2003,,7.445197934,2.56458E+11,2790.421826,,Aggregates
IDA blend,IDB,XH,2004,,7.442174691,3.12115E+11,3012.528525,,Aggregates
IDA blend,IDB,XH,2005,,7.436952642,3.73174E+11,3219.706546,,Aggregates
IDA blend,IDB,XH,2006,,7.477906558,4.66905E+11,3430.447329,,Aggregates
IDA blend,IDB,XH,2007,,7.513030965,5.38453E+11,3635.817992,,Aggregates
IDA blend,IDB,XH,2008,,7.486014353,6.39782E+11,3759.857903,,Aggregates
IDA blend,IDB,XH,2009,,7.372699385,6.06747E+11,3901.328064,,Aggregates
IDA blend,IDB,XH,2010,,7.304441187,7.09848E+11,4060.454034,,Aggregates
IDA blend,IDB,XH,2011,,7.250396496,8.14198E+11,4226.327819,,Aggregates
IDA blend,IDB,XH,2012,11.9,7.205481623,9.00517E+11,4303.048694,,Aggregates
IDA blend,IDB,XH,2013,,7.155518576,9.77961E+11,4474.539528,,Aggregates
IDA blend,IDB,XH,2014,8,7.031956,1.04923E+12,4682.048183,,Aggregates
IDA blend,IDB,XH,2015,7.7,6.953074,1.01143E+12,4747.149983,,Aggregates
IDA blend,IDB,XH,2016,,6.920927767,9.42118E+11,4730.53843,,Aggregates
IDA blend,IDB,XH,2017,,6.816524606,9.25119E+11,4845.825545,,Aggregates
IDA blend,IDB,XH,2018,,6.690163282,9.66188E+11,5045.510271,,Aggregates
IDA blend,IDB,XH,2019,,6.664931073,9.98391E+11,5134.299623,,Aggregates
IDA blend,IDB,XH,2020,,,9.61669E+11,5020.955419,,Aggregates
IDA only,IDX,XI,1970,,,47655485007,,,Aggregates
IDA only,IDX,XI,1971,,,50449482123,,,Aggregates
IDA only,IDX,XI,1972,,,50107543253,,,Aggregates
IDA only,IDX,XI,1973,,,60636761247,,,Aggregates
IDA only,IDX,XI,1974,,,78236195877,,,Aggregates
IDA only,IDX,XI,1975,,,96279276874,,,Aggregates
IDA only,IDX,XI,1976,,,89209070595,,,Aggregates
IDA only,IDX,XI,1977,,,1.00499E+11,,,Aggregates
IDA only,IDX,XI,1978,,,1.17973E+11,,,Aggregates
IDA only,IDX,XI,1979,,,1.32183E+11,,,Aggregates
IDA only,IDX,XI,1980,,,1.45286E+11,,,Aggregates
IDA only,IDX,XI,1981,,,1.49798E+11,,,Aggregates
IDA only,IDX,XI,1982,,,1.49495E+11,,,Aggregates
IDA only,IDX,XI,1983,,,1.44041E+11,,,Aggregates
IDA only,IDX,XI,1984,,,1.44684E+11,,,Aggregates
IDA only,IDX,XI,1985,,,1.56716E+11,,,Aggregates
IDA only,IDX,XI,1986,,,1.77325E+11,,,Aggregates
IDA only,IDX,XI,1987,,,2.01224E+11,,,Aggregates
IDA only,IDX,XI,1988,,,1.85373E+11,,,Aggregates
IDA only,IDX,XI,1989,,,1.86751E+11,,,Aggregates
IDA only,IDX,XI,1990,,,2.01175E+11,967.4570342,,Aggregates
IDA only,IDX,XI,1991,,,2.0601E+11,988.793303,,Aggregates
IDA only,IDX,XI,1992,,,2.03211E+11,990.0891488,,Aggregates
IDA only,IDX,XI,1993,,,2.08796E+11,1007.514033,,Aggregates
IDA only,IDX,XI,1994,,,2.06209E+11,1006.229592,,Aggregates
IDA only,IDX,XI,1995,,,2.35494E+11,1051.766937,,Aggregates
IDA only,IDX,XI,1996,,,2.68528E+11,1097.157145,,Aggregates
IDA only,IDX,XI,1997,,,2.82848E+11,1144.35341,,Aggregates
IDA only,IDX,XI,1998,,,2.94743E+11,1174.09498,,Aggregates
IDA only,IDX,XI,1999,,,3.01761E+11,1210.547698,,Aggregates
IDA only,IDX,XI,2000,,7.55776697,3.29946E+11,1259.45583,,Aggregates
IDA only,IDX,XI,2001,,7.260891088,3.33462E+11,1317.208534,,Aggregates
IDA only,IDX,XI,2002,,7.035512594,3.51287E+11,1355.745134,,Aggregates
IDA only,IDX,XI,2003,,6.888002687,3.88011E+11,1414.594953,,Aggregates
IDA only,IDX,XI,2004,,6.766518463,4.4616E+11,1503.66902,,Aggregates
IDA only,IDX,XI,2005,,6.708927274,5.13203E+11,1610.96335,,Aggregates
IDA only,IDX,XI,2006,,6.686143389,5.89855E+11,1726.720152,,Aggregates
IDA only,IDX,XI,2007,,6.584660604,6.98503E+11,1845.417986,,Aggregates
IDA only,IDX,XI,2008,,6.523739866,8.37509E+11,1951.121457,,Aggregates
IDA only,IDX,XI,2009,,6.530386892,8.56827E+11,2005.879523,,Aggregates
IDA only,IDX,XI,2010,,6.446300331,9.57678E+11,2111.600502,,Aggregates
IDA only,IDX,XI,2011,,6.307733,8.58491E+11,2193.676001,,Aggregates
IDA only,IDX,XI,2012,10.4,6.15255357,8.649E+11,2245.743579,,Aggregates
IDA only,IDX,XI,2013,,6.051063662,9.42771E+11,2403.979612,,Aggregates
IDA only,IDX,XI,2014,6.7,5.928692138,1.00573E+12,2558.799047,,Aggregates
IDA only,IDX,XI,2015,6.5,5.838573732,1.00506E+12,2635.822602,,Aggregates
IDA only,IDX,XI,2016,,5.764222865,1.01597E+12,2755.438797,,Aggregates
IDA only,IDX,XI,2017,,5.710614276,1.10037E+12,2882.838569,,Aggregates
IDA only,IDX,XI,2018,,5.713133757,1.17994E+12,3045.895697,,Aggregates
IDA only,IDX,XI,2019,,5.708922611,1.24094E+12,3204.190019,,Aggregates
IDA only,IDX,XI,2020,,,1.27844E+12,3207.377502,,Aggregates
IDA total,IDA,XG,1970,,,78229765508,,,Aggregates
IDA total,IDA,XG,1971,,,78473597021,,,Aggregates
IDA total,IDA,XG,1972,,,81963883270,,,Aggregates
IDA total,IDA,XG,1973,,,94193980134,,,Aggregates
IDA total,IDA,XG,1974,,,1.27156E+11,,,Aggregates
IDA total,IDA,XG,1975,,,1.52155E+11,,,Aggregates
IDA total,IDA,XG,1976,,,1.58343E+11,,,Aggregates
IDA total,IDA,XG,1977,,,1.72978E+11,,,Aggregates
IDA total,IDA,XG,1978,,,1.96211E+11,,,Aggregates
IDA total,IDA,XG,1979,,,2.29029E+11,,,Aggregates
IDA total,IDA,XG,1980,,,2.7106E+11,,,Aggregates
IDA total,IDA,XG,1981,,,4.00094E+11,,,Aggregates
IDA total,IDA,XG,1982,,,3.77712E+11,,,Aggregates
IDA total,IDA,XG,1983,,,3.15907E+11,,,Aggregates
IDA total,IDA,XG,1984,,,2.91269E+11,,,Aggregates
IDA total,IDA,XG,1985,,,3.03566E+11,,,Aggregates
IDA total,IDA,XG,1986,,,3.08442E+11,,,Aggregates
IDA total,IDA,XG,1987,,,3.34782E+11,,,Aggregates
IDA total,IDA,XG,1988,,,3.23105E+11,,,Aggregates
IDA total,IDA,XG,1989,,,3.19384E+11,,,Aggregates
IDA total,IDA,XG,1990,,,3.47531E+11,1315.542516,,Aggregates
IDA total,IDA,XG,1991,,,3.5286E+11,1349.02051,,Aggregates
IDA total,IDA,XG,1992,,,3.50843E+11,1369.868401,,Aggregates
IDA total,IDA,XG,1993,,,3.40918E+11,1377.557968,,Aggregates
IDA total,IDA,XG,1994,,,3.38986E+11,1380.775151,,Aggregates
IDA total,IDA,XG,1995,,,3.91247E+11,1424.11174,,Aggregates
IDA total,IDA,XG,1996,,,4.40268E+11,1481.505609,,Aggregates
IDA total,IDA,XG,1997,,,4.58039E+11,1521.203746,,Aggregates
IDA total,IDA,XG,1998,,,4.67413E+11,1551.028562,,Aggregates
IDA total,IDA,XG,1999,,,4.82223E+11,1585.61423,,Aggregates
IDA total,IDA,XG,2000,,7.578802334,5.35655E+11,1646.473093,,Aggregates
IDA total,IDA,XG,2001,,7.360204698,5.38783E+11,1717.489468,,Aggregates
IDA total,IDA,XG,2002,,7.200862071,5.78491E+11,1790.423266,,Aggregates
IDA total,IDA,XG,2003,,7.074021755,6.43576E+11,1871.994865,,Aggregates
IDA total,IDA,XG,2004,,6.991923528,7.57523E+11,2005.161638,,Aggregates
IDA total,IDA,XG,2005,,6.951703631,8.8574E+11,2145.406981,,Aggregates
IDA total,IDA,XG,2006,,6.950154444,1.05664E+12,2292.588683,,Aggregates
IDA total,IDA,XG,2007,,6.894302885,1.23658E+12,2440.100692,,Aggregates
IDA total,IDA,XG,2008,,6.844868797,1.47674E+12,2551.847354,,Aggregates
IDA total,IDA,XG,2009,,6.811697019,1.4629E+12,2635.947909,,Aggregates
IDA total,IDA,XG,2010,,6.733291992,1.66685E+12,2760.272556,,Aggregates
IDA total,IDA,XG,2011,,6.623451125,1.67251E+12,2871.254313,,Aggregates
IDA total,IDA,XG,2012,10.9,6.505565901,1.76543E+12,2932.225553,,Aggregates
IDA total,IDA,XG,2013,,6.421740814,1.92073E+12,3095.3997,,Aggregates
IDA total,IDA,XG,2014,7.1,6.299328,2.05496E+12,3267.940099,,Aggregates
IDA total,IDA,XG,2015,6.9,6.213271094,2.01649E+12,3340.978401,,Aggregates
IDA total,IDA,XG,2016,,6.153315606,1.95809E+12,3413.343853,,Aggregates
IDA total,IDA,XG,2017,,6.082730882,2.02549E+12,3535.859703,,Aggregates
IDA total,IDA,XG,2018,,6.041913217,2.14613E+12,3710.368288,,Aggregates
IDA total,IDA,XG,2019,,6.030597631,2.23934E+12,3843.555906,,Aggregates
IDA total,IDA,XG,2020,,,2.23942E+12,3806.497935,,Aggregates
Iceland,ISL,IS,1970,,,526704545.5,,,High income
Iceland,ISL,IS,1971,,,670251136.4,,,High income
Iceland,ISL,IS,1972,,,839652164.1,,,High income
Iceland,ISL,IS,1973,,,1154440253,,,High income
Iceland,ISL,IS,1974,,,1515190595,,,High income
Iceland,ISL,IS,1975,,,1406875081,,,High income
Iceland,ISL,IS,1976,,,1669488390,,,High income
Iceland,ISL,IS,1977,,,2208509076,,,High income
Iceland,ISL,IS,1978,,,2511826196,,,High income
Iceland,ISL,IS,1979,,,2853435054,,,High income
Iceland,ISL,IS,1980,,,3381419043,,,High income
Iceland,ISL,IS,1981,,,3492997010,,,High income
Iceland,ISL,IS,1982,,,3206626564,,,High income
Iceland,ISL,IS,1983,,,2765950295,,,High income
Iceland,ISL,IS,1984,,,2864441356,,,High income
Iceland,ISL,IS,1985,,,2984052332,,,High income
Iceland,ISL,IS,1986,,,3989622715,,,High income
Iceland,ISL,IS,1987,,,5520318353,,,High income
Iceland,ISL,IS,1988,,,6106635770,,,High income
Iceland,ISL,IS,1989,,,5672569396,,,High income
Iceland,ISL,IS,1990,,,6468736287,,,High income
Iceland,ISL,IS,1991,,,6909730237,,,High income
Iceland,ISL,IS,1992,,,7080981669,,,High income
Iceland,ISL,IS,1993,,,6218581472,,,High income
Iceland,ISL,IS,1994,0,,6389460286,,,High income
Iceland,ISL,IS,1995,0,,7123633356,23941.93214,,High income
Iceland,ISL,IS,1996,0.370172945,,7426081278,24768.90927,,High income
Iceland,ISL,IS,1997,0.73338247,,7569666974,26873.0548,,High income
Iceland,ISL,IS,1998,0,,8503693099,28721.11415,,High income
Iceland,ISL,IS,1999,0.71976622,,8982047589,29557.54183,,High income
Iceland,ISL,IS,2000,1.782918924,13.1,9025660362,29779.0932,,High income
Iceland,ISL,IS,2001,0.353469301,12.8,8234846805,31876.02706,,High income
Iceland,ISL,IS,2002,1.401890449,12.2,9318395055,32607.10588,,High income
Iceland,ISL,IS,2003,0,12.5,11429333038,32699.24172,,High income
Iceland,ISL,IS,2004,1.030566606,12.4,13825302536,35616.20067,,High income
Iceland,ISL,IS,2005,1.017031894,11.8,16852963067,37322.73993,,High income
Iceland,ISL,IS,2006,0,12.5,17465318552,39700.32936,,High income
Iceland,ISL,IS,2007,0.655348793,14.8,21652505597,41463.42554,,High income
Iceland,ISL,IS,2008,0,14.8,18074622987,43728.11406,,High income
Iceland,ISL,IS,2009,0.316398624,14.3,13154414219,41864.18826,,High income
Iceland,ISL,IS,2010,0.624332744,12.8,13751161918,39775.29708,,High income
Iceland,ISL,IS,2011,0.927440172,11.6,15221622926,40936.86783,,High income
Iceland,ISL,IS,2012,0.307085695,13.5,14751508134,42004.44761,,High income
Iceland,ISL,IS,2013,0.305629076,13.9,16125060515,44409.66895,,High income
Iceland,ISL,IS,2014,0.608657545,15.7,17867662178,45996.96875,,High income
Iceland,ISL,IS,2015,0.908438485,14.3,17517210519,49201.0641,,High income
Iceland,ISL,IS,2016,0.301015325,13,20793168031,53480.39719,,High income
Iceland,ISL,IS,2017,0.897142601,12.2,24728285177,55638.49206,,High income
Iceland,ISL,IS,2018,0.890969137,10.8,26267063758,57211.30031,,High income
Iceland,ISL,IS,2019,,11.9,24857740445,58290.09683,,High income
Iceland,ISL,IS,2020,,,21718075725,53622.24501,,High income
India,IND,IN,1970,,,62422483055,,South Asia,Lower middle income
India,IND,IN,1971,,,67350988021,,South Asia,Lower middle income
India,IND,IN,1972,,,71463193830,,South Asia,Lower middle income
India,IND,IN,1973,,,85515269586,,South Asia,Lower middle income
India,IND,IN,1974,,,99525899116,,South Asia,Lower middle income
India,IND,IN,1975,,,98472796457,,South Asia,Lower middle income
India,IND,IN,1976,,,1.02717E+11,,South Asia,Lower middle income
India,IND,IN,1977,,,1.21487E+11,,South Asia,Lower middle income
India,IND,IN,1978,,,1.373E+11,,South Asia,Lower middle income
India,IND,IN,1979,,,1.52992E+11,,South Asia,Lower middle income
India,IND,IN,1980,,,1.86325E+11,,South Asia,Lower middle income
India,IND,IN,1981,,,1.93491E+11,,South Asia,Lower middle income
India,IND,IN,1982,,,2.00715E+11,,South Asia,Lower middle income
India,IND,IN,1983,,,2.18262E+11,,South Asia,Lower middle income
India,IND,IN,1984,,,2.12158E+11,,South Asia,Lower middle income
India,IND,IN,1985,,,2.32512E+11,,South Asia,Lower middle income
India,IND,IN,1986,,,2.48986E+11,,South Asia,Lower middle income
India,IND,IN,1987,,,2.79034E+11,,South Asia,Lower middle income
India,IND,IN,1988,,,2.96589E+11,,South Asia,Lower middle income
India,IND,IN,1989,,,2.96042E+11,,South Asia,Lower middle income
India,IND,IN,1990,5.057039129,,3.20979E+11,1200.902462,South Asia,Lower middle income
India,IND,IN,1991,5.449956298,,2.70105E+11,1229.302914,South Asia,Lower middle income
India,IND,IN,1992,5.464381008,,2.88208E+11,1299.94595,South Asia,Lower middle income
India,IND,IN,1993,5.170023736,,2.79296E+11,1366.779103,South Asia,Lower middle income
India,IND,IN,1994,5.018814325,,3.27276E+11,1460.267846,South Asia,Lower middle income
India,IND,IN,1995,4.812212171,,3.60282E+11,1573.332562,South Asia,Lower middle income
India,IND,IN,1996,4.775413228,,3.92897E+11,1690.744775,South Asia,Lower middle income
India,IND,IN,1997,4.737536085,,4.15868E+11,1757.514715,South Asia,Lower middle income
India,IND,IN,1998,4.834996922,,4.21351E+11,1852.810423,South Asia,Lower middle income
India,IND,IN,1999,4.602921312,,4.5882E+11,2009.215692,South Asia,Lower middle income
India,IND,IN,2000,4.558784281,17,4.68395E+11,2095.647006,South Asia,Lower middle income
India,IND,IN,2001,4.318139157,16.6,4.85441E+11,2206.448165,South Asia,Lower middle income
India,IND,IN,2002,4.18323251,16.1,5.14938E+11,2287.630024,South Asia,Lower middle income
India,IND,IN,2003,3.988311009,15.3,6.07699E+11,2472.103736,South Asia,Lower middle income
India,IND,IN,2004,4.115530652,15.2,7.09149E+11,2695.893674,South Asia,Lower middle income
India,IND,IN,2005,3.929471074,15.5,8.20382E+11,2953.109259,South Asia,Lower middle income
India,IND,IN,2006,3.857703033,15.6,9.4026E+11,3237.294799,South Asia,Lower middle income
India,IND,IN,2007,3.833809745,15.3,1.21674E+12,3525.314454,South Asia,Lower middle income
India,IND,IN,2008,3.831111723,15.1,1.1989E+12,3650.942943,South Asia,Lower middle income
India,IND,IN,2009,3.763079037,14.5,1.34189E+12,3912.418211,South Asia,Lower middle income
India,IND,IN,2010,3.76413425,14.6,1.67562E+12,4236.744348,South Asia,Lower middle income
India,IND,IN,2011,3.810322288,14.7,1.82305E+12,4493.669466,South Asia,Lower middle income
India,IND,IN,2012,3.75088806,14.3,1.82764E+12,4861.156152,South Asia,Lower middle income
India,IND,IN,2013,3.581862223,13.7,1.85672E+12,5057.233414,South Asia,Lower middle income
India,IND,IN,2014,3.655138309,12.8,2.03913E+12,5233.882343,South Asia,Lower middle income
India,IND,IN,2015,3.386857916,12.3,2.10359E+12,5464.859178,South Asia,Lower middle income
India,IND,IN,2016,3.222155091,12.1,2.2948E+12,5839.864817,South Asia,Lower middle income
India,IND,IN,2017,3.124876793,12,2.65147E+12,6182.922109,South Asia,Lower middle income
India,IND,IN,2018,3.079232442,12.6,2.70111E+12,6675.361294,South Asia,Lower middle income
India,IND,IN,2019,,12.7,2.8705E+12,6997.863988,South Asia,Lower middle income
India,IND,IN,2020,,,2.66025E+12,6503.948054,South Asia,Lower middle income
Indonesia,IDN,ID,1970,,,9150684932,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1971,,,9333536360,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1972,,,10997590361,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1973,,,16273253012,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1974,,,25802409639,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1975,,,30463855422,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1976,,,37269156627,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1977,,,45808915663,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1978,,,51455719100,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1979,,,51400186379,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1980,,,72482337370,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1981,,,85518233451,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1982,,,90158449307,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1983,,,81052283405,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1984,,,84853699994,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1985,,,85289491750,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1986,,,79954072570,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1987,,,75929617577,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1988,,,84300174477,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1989,,,94451427898,,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1990,,,1.06141E+11,3080.117682,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1991,,,1.16622E+11,3345.756629,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1992,,,1.28027E+11,3583.242443,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1993,,,1.58007E+11,3842.790937,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1994,,,1.76892E+11,4154.043281,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1995,,,2.02132E+11,4519.462382,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1996,,,2.2737E+11,4888.374532,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1997,,,2.15749E+11,5134.507989,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1998,0.8545405,,95445547873,4447.174302,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,1999,1.001844684,,1.40001E+11,4484.069189,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2000,1.04201228,3.5,1.65021E+11,4743.944717,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2001,,3.4,1.60447E+11,4956.361105,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2002,,3.3,1.95661E+11,5190.365062,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2003,0.742137856,3.2,2.34772E+11,5465.264103,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2004,0.635508775,3.2,2.56837E+11,5816.181753,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2005,,3,2.85869E+11,6254.614382,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2006,,2.9,3.64571E+11,6708.575594,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2007,,2.9,4.32217E+11,7229.538282,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2008,0.582665065,2.8,5.10229E+11,7710.666304,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2009,0.549407827,2.7,5.3958E+11,8021.748065,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2010,0.43748977,2.6,7.55094E+11,8505.748148,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2011,0.598492172,2.6,8.92969E+11,9095.741723,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2012,0.586029364,2.5,9.1787E+11,9713.900487,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2013,0.550425238,2.5,9.12524E+11,10067.46574,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2014,0.500532917,2.4,8.90815E+11,10278.17731,East Asia & Pacific (excluding high income),Lower middle income
Indonesia,IDN,ID,2015,0.577049774,2.4,8.60854E+11,10247.20634,East Asia & Pacific (excluding high income),Lower middle income
